text,label,clean_tweet
"@user that shit can break you down if you lose a good girl, i guess you need a bad bitch to come around and make it up",1,shit break lose good girl guess need bad bitch come around make
"@user always bro niggas get crazy in any weather @user @user this weather is trash od,but we gon get c 8230",1,always bro niggas get crazy weather weather trash odbut gon get c
@user how u talkin to hoes bout bronem?............why u talkin to hoes bout bronem?,1,u talkin hoe bout bronemwhy u talkin hoe bout bronem
@user bitches be fallin so inlove w. niggass amp then he go get a new bitch amp they try go get a new nigga to try to forget about the 8230,1,bitch fallin inlove w niggass go get new bitch try go get new nigga try forget
@user that moment were u friend zone a bitch at 3am for calling u do u now way time it is please gtf out my facerich homie quan 8230,1,moment u friend zone bitch 3am call u u way time please gtf facerich homie quan
@user school is so pointless. im just trying to pass the class and get out this bitch,1,school pointless im try pass class get bitch
@user @user i am taking you serious.... kik me back nigger,1,take serious kik back nigger
"@user @user answer you phone hoe, i heard boutcha",1,answer phone hoe hear boutcha
@user you're not the father ! what every mexican nigger loves to hear.,1,not father every mexican nigger love hear
@user kick her in the cunt,1,kick cunt
@user too many faggots on here that think they can address me by my first name,1,many faggot think address first name
@user i wish i was a bird so i could constantly shit on the people i hate!,1,wish bird could constantly shit people hate
@user @user @user @user yeah i know it's jeff's book. the one where he admits to beating prisoners and lying abo 8230,0,yeah know jeffs book one admit beat prisoner lie abo
@user @user dude i had a video of these birds at my work fuckin,1,dude video bird work fuckin
@user what's with guys and fat bitches i will clearly never understand,1,guy fat bitch clearly never understand
"@user i could never mess around with someone else's man, like that's just clarifying your self as a side hoe.",1,could never mess around someone elses man like clarify self side hoe
@user been my main nigguh since digital camera selfies @user,1,main nigguh since digital camera selfies
@user can't mean something to someone when they hittin up otha bitches,1,not mean something someone hittin otha bitch
@user can you get eye cancer from reading too many michael douglas pussy juice throat cancer jokes?,1,get eye cancer read many michael douglas pussy juice throat cancer joke
@user 8220 jinkies i lost my glasses! 8221 velma in every fucking episode of scooby doo like damn bitch get contacts,1,jinkies lose glass velma every fucking episode scooby doo like damn bitch get contact
@user what y'all hoes up to?,1,yall hoe
@user @user ugly bitch has blood on her hands for her whore ways,1,ugly bitch blood hand whore way
@user yelling my feelings about self centered not to think for themselves bitches is gr8,1,yell feeling self center not think bitch gr8
@user if i ride up to your bitch in these then...homie consider yourself a single nigga .,1,ride bitch thenhomie consider single nigga
@user your bitch when my skechers light up .,1,bitch skechers light
"@user bitch text me goodmorning first, or something.",1,bitch text goodmorning first something
@user neta bullshit aside i need to get me a bad bitch,1,neta bullshit aside need get bad bitch
"@user @user shut your nigger ass, lamar",1,shut nigger lamar
"@user i'll never smoke weed with willy again. he invited that hick, toby keith, and i fucking hate that mongoloid!",1,never smoke weed willy invite hick toby keith fuck hate mongoloid
@user i say nigger with love,1,say nigger love
"@user bros before hoes, except chicks with no clothes everywhere",1,bros hoe except chick no clothes everywhere
@user my ex girlfriends telling people i sell pills and coke. retweet if she's a bitch. durant hs,1,ex girlfriend tell people sell pill coke retweet bitch durant h
@user i said thin mints bitch .,1,say thin mint bitch
@user it's settled. the ding dong is far superior than the twinkie.,0,settle ding dong far superior twinkie
"@user @user @user congratulations for reinforcing the stereotype for insecure, uneducated, uncivilized, ba 8230",0,congratulation reinforce stereotype insecure uneducated uncivilized ba
@user i blatantly believe that men look creepy as shit with a ghetto ass mustache,1,blatantly believe men look creepy shit ghetto mustache
"@user cinco de mind yo own damn business, bitch",1,cinco de mind yo damn business bitch
@user @user lmfaooo this bitch tongue longer than some niggas dicks,1,lmfaooo bitch tongue long nigga dick
"@user since i know you're wondering, @user no, cracker barrel is not a place to buy barrels full of crackers.",0,since know wonder no cracker barrel not place buy barrel full cracker
"@user i don't gang bang ho, i jus gang bang these hoes 128299",1,not gang bang ho jus gang bang hoe
"@user melo will be a bitch if he leaves, and well lebron is jus a bitch regardless lol",1,melo bitch leave well lebron jus bitch regardless lol
@user sometimes i listen amp revisit them old albums often as i can amp skim through all them bitches to make sure i keep up with 8230,1,sometimes listen revisit old albums often skim bitch make sure keep
@user farra from teen mom has 2 sex tapes on pornhub lmao hoe ass,1,farra teen mom 2 sex tape pornhub lmao hoe
@user day 2 of fxx 8217 s simpsons marathon 8212 8220 bart 8217 s dog gets an f 8221 to 8220 last exit to springfield 8221 8212 160 will be the best consecutive 24 ho 8230,0,day 2 fxx simpson marathon bart dog get f last exit springfield 160 best consecutive 24 ho
@user @user i almost ran this fine red bitch over. damn lol,1,almost run fine red bitch damn lol
"@user criticize amanda for saying the n word, sure, but don't make jokes about her sexual assault, don't be trash.",0,criticize amanda say n word sure not make joke sexual assault not trash
@user 50 shades of shut your bitch ass up,1,50 shade shut bitch
@user meet me and my bitches @ mansionelan,1,meet bitch mansionelan
@user bitch do i entertain you? cause you always seem to be in my business,1,bitch entertain cause always seem business
@user jessica ass dont need no more liquior !!!! when the bitch drinks she forgets everything the very next day ! it never fa 8230,1,jessica dont need no liquior bitch drink forget everything next day never fa
@user u ain't sailor moon bitch,1,u not sailor moon bitch
@user fuck the islamic state!! we will kill those cunts 127468 127463,1,fuck islamic state kill cunt
@user instagram needs to stop being a bitch!,1,instagram need stop bitch
@user i hate a bitch that constantly call herself ugly. that shit is so annoying man,1,hate bitch constantly call ugly shit annoying man
@user nah bitch you ain't just gone go off on me and just want me back 5 minutes later. i'm playing 2k until further notice,1,nah bitch not go go want back 5 minute later play 2k notice
@user pussy niggas don't get no pussy nigga,1,pussy nigga not get no pussy nigga
@user when the neighborhood freak throw you some pussy and you don't catch it,1,neighborhood freak throw pussy not catch
@user i watched my followers drop like flies when they started seeing shit that made them upset lol take salt bitch,1,watch follower drop like fly start see shit make upset lol take salt bitch
"@user my momma talm bout 'these kids party more than their parents ' 128530 tf duh, why would you think it's ok for you to pussy pop at 8230",1,momma talm bout kid party parent tf duh would think ok pussy pop
@user 8220 @user new york bitches be like thatnycshit bitchesbelike newyorkgirlsbelike hoodbitches lmfaoo 128514 128514 128514,1,new york bitch like thatnycshit bitchesbelike newyorkgirlsbelike hoodbitches lmfaoo
@user i drove my daughter's guinea pig to the vet's this morning. i'm quite handy with my new callaway golf clubs. sickipedia,0,drive daughter guinea pig vet morning quite handy new callaway golf club sickipedia
@user fuckin skyler white is such a bitch,1,fuckin skyler white bitch
"@user happy monday bitches. just wanted you to know, yes you can don't ever fucking forget how amazing and strong you are.",1,happy monday bitch want know yes not ever fuck forget amazing strong
@user over thinking can and will fuck up the simplest things. lighten up bitches.,1,thinking fuck simple thing lighten bitch
@user @user 8220 @user well ain't this bout a bitch ... 128514 128514 128514 bruh 128553 128514 128514,1,well not bout bitch bruh
@user quan helps everyone out with random questions and computer stuff but no one can oop him grs?! something ain't right abo 8230,0,quan help everyone random question computer stuff no one oop grs something not right abo
"@user if you brush off a guys compliment just because you have a boyfriend, you're a bitch",1,brush guys compliment boyfriend bitch
"@user pissed in shower, now checking for yellow legs.",1,piss shower check yellow leg
"@user now call down your dark and your cold and be damned, charlie brown",0,call dark cold damn charlie brown
"@user for lots of great oldies, check out memories and more , with yankee rose, today from 1 00 pm to 4 00 pm eastern!",0,lot great oldie check memory yankee rise today 1 00 pm 4 00 pm eastern
@user 8220 @user lol this is why i don't fuck with so many bitches 8221 don't call her a bitch,1,lol not fuck many bitch not call bitch
"@user 8220 @user text someone that pussy was so good! amp sorry, wrong number and quote this with their response. 8221 128514 128514",1,text someone pussy good sorry wrong number quote response
@user if that's what makes these fat bitches sleep at night 128564,1,make fat bitch sleep night
"@user 8220 @user @user shit nigga don't complain. now you got room for hella nudes from hoes 8221 trueeee, i'll hy 8230",1,shit nigga not complain get room hella nude hoe trueeee hy
@user 8220 @user on boys im a retard sometimes 8221 all the time,1,boy im retard sometimes time
@user @user bitch spoil me,1,bitch spoil
@user u a nurse 128514 @user @user you a clown boy you music is trash.... i dare you say something back i bury your bit 8230,1,u nurse clown boy music trash dare say something back bury bit
"@user i think imma patent disposable douche, in ketchup type packages. bitches can be sanitary and discreet. for the hoe on the 8230",1,think imma patent disposable douche ketchup type package bitch sanitary discreet hoe
@user trey songz reply to nicki minaj gt gt gt gt ... that nigga spoke the truth on looking ass bitches lmao ... i knew someone was gonna 8230,1,trey songz reply nicki minaj gt gt gt gt nigga speak truth look bitch lmao know someone go
@user the p72 derek jeter used to hit the walk off single in his final @user stadium at bat. images via @user htt 8230,0,p72 derek jeter use hit walk single final stadium bat image via htt
@user once at a gradeschool dance i tried to do the worm to impress this bitch and i slammed my dick on the unforgiving ceramic 8230,1,gradeschool dance try worm impress bitch slam dick unforgiving ceramic
"@user @user poly ratchets.. can't stand poly bitches in general 128514 they loud, annoying, and they talk too much..",1,poly ratchet not stand poly bitch general loud annoy talk much
"@user 8220 @user @user i sang for you, you nazi 8221 beaner",1,sang nazi beaner
@user a hoe gone be a hoe 128564,1,hoe go hoe
@user swear these hoes ain't got nothing on me 128107 128129,1,swear hoe not get nothing
"@user i hate a bitch that think she the shit, bitch you basic as the fuck 128564 128564",1,hate bitch think shit bitch basic fuck
@user mayonnaise colored benz i push miracle whips,0,mayonnaise color benz push miracle whip
@user llamf cumin wit better bars already bitch boiz 128529 128529 128529 128529 128529 yall dun fukd all da way up,1,llamf cumin wit well bar already bitch boiz yall dun fukd da way
"@user now 5sos is starting to tweet the hashtag, they're trash! vote5sos",0,5sos start tweet hashtag trash vote5sos
@user 8220 @user i only rted alex ramos aka trash to gain followers 8221 vote5sos,0,rted alex ramos aka trash gain follower vote5sos
@user i got called a faggot for buying girl toms so now i'm gonna fuck that person in the ass,1,get call faggot buy girl tom go fuck person
@user idkmadz tbh i've seen you in recess at the monkey bars but i was too busy getting beat up lol ! we should talk more! rate 8230,1,idkmadz tbh see recess monkey bar busy get beat lol talk rate
@user @user beef? bitch ur pussy smell like beef 128169 128514 128514 128514,1,beef bitch ur pussy smell like beef
@user @user crank that shitty pussy yuuuuuuuuuaaaaaaa 128169 128169 128169 128169 128169 128169 128169 128169,1,crank shitty pussy yuuuuuuuuuaaaaaaa
@user @user ur pussy smell like dumpster juice 128169,1,ur pussy smell like dumpster juice
@user ain't got time for stupid bitches 128557,1,not got time stupid bitch
@user the only things you need in life are comfy shirts and oreos southernshirt,0,thing need life comfy shirt oreo southernshirt
@user @user bitch you gorgeous,1,bitch gorgeous
"@user i got twitter, facebook, amp instagram.. the fuk yuh mean send u a pic ?.. bitch you better download my avi",1,get twitter facebook instagram fuk yuh mean send u pic bitch good download avi
"@user yankees didn't want russell martin, so he signed with the pirates 2 years ago. pirates have made back to back postseasons 8230",0,yankee not want russell martin sign pirate 2 year ago pirate make back back postseasons
"@user dani alves uses his new gray hair to talk himself out of a yellow card, telling the referee, i am but a humble senior 8230",0,dani alves use new gray hair talk yellow card tell referee humble senior
@user it's a bird...it's a plane...it's supermanu nbasuperheroes,0,birdit planeit supermanu nbasuperheroes
@user don't got a problem smacking a bitch,1,not get problem smack bitch
@user fuck da opps 1x fuck dear hoes 3x 128514,1,fuck da opps 1x fuck dear hoe 3x
"@user it's a bird! it's a plane! it's a boat! no...it's, it's... a flying human? lakeerie cle",0,bird plane boat noit fly human lakeerie cle
@user i wanna be the reason u look down at your phone amp smile then a car run yo ass over hoe!,1,want reason u look phone smile car run yo hoe
@user paybacks a bitch it really is!,1,payback bitch really
@user don't eat pussy until she show you the vagfax,1,not eat pussy show vagfax
@user fucking nosey ass bitch i swear lol,1,fuck nosey bitch swear lol
@user hope you got what you wanted bitch.,1,hope get want bitch
@user rt nigga bitch him 8220 @user ' i will never date a female with another niggah name on her lol . wtf . 8221,1,rt nigga bitch never date female another niggah name lol wtf
@user i have yet to master the art of eating a powdered donut without looking like i just left charlie sheen's house.,0,yet master art eat powdered donut without look like leave charlie sheen house
"@user i'm a star jones man myself, i love that big bitch",1,star jones man love big bitch
@user here come wiggas soft tweets.. 128514,0,come wiggas soft tweet
@user white ppl will call mexicans beaners and claim they taking their jobs but have sugar skull tattoos,1,white ppl call mexican beaner claim take job sugar skull tattoo
@user if a tree falls in the woods and nobody is around does it make any noise? if nj blows away and only trash live the ...,0,tree fall wood nobody around make noise nj blow away trash live
@user naw deez ain't no 24s hoe u gota add 4 mo ...str8up,1,naw deez not no 24s hoe u gota add 4 mo str8up
@user 128514 128514 128514 128128 8220 @user my stroke game stale so i gotta eat the pussy like a husky dike. 8221,1,stroke game stale get eat pussy like husky dike
@user m amp s bids for most social christmas yet with 8216 follow the fairies 8217 campaign cle marketing,0,bid social christmas yet follow fairy campaign cle marketing
"@user i'm gonna rock out with my cock out, and you're gonna jam out with your clam out",1,go rock cock go jam clam
@user hoes be like go talk to one of your hoes .... i be like you are one of my hoes,1,hoe like go talk one hoe like one hoe
@user @user i know cunt nugget 128514 128514,1,know cunt nugget
@user @user @user @user @user charlie understood 128299 how to keep those percentages 128201 lower..,0,charlie understood keep percentage low
@user her pussy stay wet when shes around me gotta lick it till she wetter then never before,1,pussy stay wet shes around get lick till wet never
@user lohanthony is such a little bitch he doesnt even like the girls and he gets followed i dedicate my life to them and i ge 8230,1,lohanthony little bitch doesnt even like girl get follow dedicate life ge
@user a loyal girl really truly does come with a smart mouth and arguments. only a hoe will let you do as you please cause she g 8230,1,loyal girl really truly come smart mouth argument hoe let please cause g
@user @user i have a pink fuzzy one amp a silky silver one. bathrobes are a wonderful thing 128129 128526 128525,0,pink fuzzy one silky silver one bathrobe wonderful thing
@user spider man was a bitch highkey tho,1,spider man bitch highkey tho
@user buy me double stuffed oreos and you can be my boyfriend,0,buy double stuffed oreo boyfriend
@user cumming in her pussy was love,1,cumming pussy love
"@user yeah i checked my connection, i have fucking wifi. did you check if you were being a lil bitch nigga?",1,yeah check connection fuck wifi check lil bitch nigga
@user so city lights is a charlie chaplin movie by @user via @user,0,city light charlie chaplin movie via
@user momma dee ain't loyal. you ain't pose to tell his main bitch bout his side bitches 128514,1,momma dee not loyal not pose tell main bitch bout side bitch
@user yall niggas is hoes.,1,yall nigga hoe
@user when his hoes thought it was over,1,hoe think
"@user i hate hype ass bitches, like ... it's too early for you to be all loud sit tf down somewhere.",1,hate hype bitch like early loud sit tf somewhere
@user @user a my niggar thank you so much sure means a lot 9825 9825,1,niggar thank much sure mean lot
"@user no need to compete with other women there's only one of me, and shit... im that bitch",1,no need compete woman one shit im bitch
@user @user @user you the whitest person on my tl but you always so ghetto. im sick of it,1,white person tl always ghetto im sick
@user i wear beanies all winter long! so no bandanas till summer 128525,0,wear beany winter long no bandana till summer
@user i'm having a date at yankee field then getting kiss cam.. bucketlist,0,date yankee field get kiss cam bucketlist
@user 8220 @user you are the biggest two faced bitch i have ever met. 8221 you won't @ her,1,big two face bitch ever meet not
@user people beg to see women's bodies but the minute they're seen that woman is now a hoe oh okay,1,people beg see womens body minute see woman hoe oh okay
"@user when a sideline hoe gets mad, bitch shut up! you was okay with being second all this time, now all of sudden it's a probl 8230",1,sideline hoe get mad bitch shut okay second time sudden probl
@user bitches tweets be like... i wanna suck some dick 127814 then be like... 9995 chill it's just a song! bitch what song is 8230,1,bitch tweet like want suck dick like chill song bitch song
@user i be so confused when y'all be tweeting i wanna bitch that can roll my weed amp smoke all night with like wtf kind of standards 8230,1,confused yall tweet want bitch roll weed smoke night like wtf kind standard
@user @user that hoe so icy 128557 128293,1,hoe icy
@user some of you hoes got so much to say with so little 128134,1,hoe get much say little
@user latina pussy be like,1,latina pussy like
@user my score on flappy bird is higher than the broncos score right now,0,score flappy bird high bronco score right
@user why be negative when you can be positive fucking smile you beautiful bitch,1,negative positive fuck smile beautiful bitch
@user trust no bitch wordsofadvice,1,trust no bitch wordsofadvice
"@user stuff broke loose, must not panic and share gif instead",0,stuff break loose must not panic share gif instead
"@user so many hoes, it should be an ethnicity",1,many hoe ethnicity
@user @user out here sending hoes clean off fse !!!! 128514 128514 128514 128514,1,send hoe clean fse
@user i wasnt put on earth for a bitch not to like me amp i damn for sure dgaffff 128540 128076,1,wasnt put earth bitch not like damn sure dgaffff
@user charlie crist leads rick scott in a florida governor's race where every vote will matter,0,charlie crist lead rick scott florida governor race every vote matter
@user bae if i win you don't get no pussy tonight me shiiiiiit... 128514 128514,1,bae win not get no pussy tonight shiiiiiit
"@user prime suspect of foley murder is 23y o british jihadi who, wait for it ... declared his allegiance to anonymous'",0,prime suspect foley murder 23y british jihadi wait declare allegiance anonymous
"@user 128073 128073 @user it used to be a shame to be hoe prostitute, with social media they call it hustling lol",1,use shame hoe prostitute social medium call hustle lol
@user @user he trash tbh startmikevike,0,trash tbh startmikevike
@user if i were to say be my girlfriend would you believe that i dropped all my hoes for you?,1,say girlfriend would believe drop hoe
"@user ohioans clowned on kid like, it's sooo warm here! what the fuck is wrong with minnesota? well that bitch karma teamed wit 8230",1,ohioan clown kid like sooo warm fuck wrong minnesota well bitch karma team wit
@user @user they sound like soulless cunts,1,sound like soulless cunt
@user 8220 if your 15 16 act like your those ages not like your 20. its not cute. 8221 that awk moment when i thought this tweet was abo 8230,0,15 16 act like age not like 20 not cute awk moment think tweet abo
"@user if you think your mans cheating, you take him to that bitches house and see if his wifi connects 128074",1,think man cheat take bitch house see wifi connects
@user dolph in this hoe... bout to rock dj holiday show!!!! memphis,1,dolph hoe bout rock dj holiday show memphis
@user @user @user ew she's so ugly who is that hoe,1,ew ugly hoe
"@user flavaaaaa in ya ear, that hoe live lol",1,flavaaaaa ya ear hoe live lol
@user ya lil dumb ass bitch ian fwy,1,ya lil dumb bitch ian fwy
@user ha ha real name is ha'sean 128530 128530 where y'all get these ghetto ass names from?,1,ha ha real name hasean yall get ghetto ass name
@user ready to make today my bitch.,1,ready make today bitch
"@user in the trash, i hope. @user @user just dropped four new songs",0,trash hope drop four new song
@user alex rodriguez you lucky only the ryan dempster hit you. i going to get my camel to break your neck you son of a bitch,1,alex rodriguez lucky ryan dempster hit go get camel break neck son bitch
@user justin bieber win oscar for suck my balls you dead dog midget dick son of a bitch,1,justin bieber win oscar suck ball dead dog midget dick son bitch
@user my tbt i learn the english from that jabroni big bird but i break his fucking neck,1,tbt learn english jabroni big bird break fucking neck
@user wake up you dumb son of a bitch,1,wake dumb son bitch
@user hello @user you are now official big time pussy,1,hello official big time pussy
@user sarah burkes pussy b like,1,sarah burke pussy b like
@user then u have the annoying hit me i dare you ass bitches always tryna test a big ass 6ft linebacker ass dude.. girl if you 8230,1,u annoying hit dare ass bitch always try test big 6ft linebacker dude girl
@user 8220 @user why do niggas settle for easy bitches ? like don't y'all wanna bitch that challenges you to better yoursel 8230,1,niggas settle easy bitch like not yall want bitch challenge good yoursel
@user every bitch got a nigga that she gone always fuck with. no matter what. 128152,1,every bitch get nigga go always fuck no matter
@user all these bitches somewhere coughing like a mug,1,bitch somewhere cough like mug
@user espn has jason whitlock on pti ass kissing for mister charlie to justify the bullshit the eagles did to d. jackson,1,espn jason whitlock pti kiss mister charlie justify bullshit eagle jackson
"@user every man can't have a bad bitch. but in this country if you got 100 cash amp r willing to go where poverty roams, you 8230",1,every man not bad bitch country get 100 cash r willing go poverty roams
@user every time you sleep with two women in a day it proves this country has a problem educating bitches about their self w 8230,1,every time sleep two woman day prove country problem educate bitch self w
@user if your man is happy in his next relationship your fucked up ways are a blessing bitch,1,man happy next relationship fuck way blessing bitch
@user it's a got damn shame bitches wit raw ass dick sucking skills are not wifey material.,1,got damn shame bitch wit raw dick suck skill not wifey material
@user long finger dike hoes be pulling off their gloves instead of winking at bitches they trying to suck,1,long finger dike hoe pull glove instead wink bitch try suck
@user no man has ever aborted a baby even if he have her on it. abortion bitches will soon meet god amp they baby to face th 8230,1,no man ever abort baby even abortion bitch soon meet god baby face th
@user people who r mentally stable know when to beat their kids amp when to talk to them. clubs hoes amp stop by dads should n 8230,1,people r mentally stable know beat kid talk club hoe stop dad n
@user the wnba superstars can suck pussy while on top of da world but when they stop playing amp da thousands r gone they sett 8230,1,wnba superstar suck pussy top da world stop play da thousand r go sett
@user this bitch wit a baby ask me to switch seats so the family could be together. i said bitch my family wasn't together? 8230,1,bitch wit baby ask switch seat family could together say bitch family not together
"@user twitter family, i promise to put my tour schedule up today as soon as i have this pussy hustlin girl i pay for service 8230",1,twitter family promise put tour schedule today soon pussy hustlin girl pay service
@user when gay girls suck pussy from a bitch who just took a plan b pill the other day that means the munching hoe ate plans 8230,1,gay girl suck pussy bitch take plan b pill day mean munch hoe ate plan
@user you are who you kick it wit y'all. check yo squad if busters amp blameamotherfucker ass bitches surround u it's twice a 8230,1,kick wit yall check yo squad buster blameamotherfucker bitch surround u twice
@user @user me and ma niggah @user in the func fucccccccked upppppp 128514 i'm here on!!!,1,niggah func fucccccccked upppppp
@user dat shit trash 8220 @user a shirt inspired by @user's emoji tattoo. pre order now,1,dat shit trash shirt inspire emoji tattoo pre order
@user @user the game beats 40 glocc in la full video via @user this bitch 40 cop can't be s 8230,1,game beat 40 glocc la full video via bitch 40 cop not
"@user and if you ain't a hoe, get up out my trap houseeee!",1,not hoe get trap houseeee
@user a bitch will fuck wit a dead beat dad as long as he cuttin her checks 128546,1,bitch fuck wit dead beat dad long cuttin check
@user @user so is your pussy lmao,1,pussy lmao
@user settling down is for pussies,1,settle pussy
@user yankee doodle had a farm. cotton farm,0,yankee doodle farm cotton farm
"@user from @user tonight n word or cracker...which is more offensive? . probably the one you won't spell out, you fucking hacks 8230",1,tonight n word crackerwhich offensive probably one not spell fuck hack
@user the price of pussy in toronto has now declined to one henessey bottle and a quarter pounder combo with large fries.,1,price pussy toronto decline one henessey bottle quarter pounder combo large fry
@user making today my bitch 128520,1,make today bitch
@user viola davis sans wig is still stuntin on you hoes in the most classically beautiful way. htgawm,1,viola davis sans wig still stuntin hoe classically beautiful way htgawm
"@user joseline did not sneak athea , if a bitch you dont like coming at you like that amp you still sit yo ass onnat couch thats 8230",1,joseline not sneak athea bitch dont like come like still sit yo onnat couch thats
@user 8220 @user i told you to unfollow that bitch but you ain't wanna listen barbie 128079 128079 128079 128514,1,tell unfollow bitch not want listen barbie
@user @user @user worse yet u meet a bird with a nice ras and you're like something about u looks familiar lol 8230,0,bad yet u meet bird nice ra like something u look familiar lol
"@user words go from babe to bitch, i love you to i hate you, i need you to forget you, you're my everything to you're nothing.",1,word go babe bitch love hate need forget everything nothing
@user my music taste goes from ghetto black girl to depressed white girl.,1,music taste go ghetto black girl depressed white girl
@user i will fight a bitch for austin that's my gringo right there ain't no one messing with my white chocolate drop,1,fight bitch austin gringo right not no one messing white chocolate drop
@user apr 29th 1997 @user released the album kill.fuck.die taketheaddiction mytorturedeyes wasp heavymetal,1,apr 29th release album killfuckdie taketheaddiction mytorturedeyes wasp heavymetal
@user this kid is wearing huf socks and a don't sweat my swag sweatshirt. and i'm like leave some pussy for the rest of us dude,1,kid wear huf sock not sweat swag sweatshirt like leave pussy rest u dude
@user dumb bitch ruined a perfectly good sweater,1,dumb bitch ruin perfectly good sweater
@user if ya bitch mad tell ha i'll put ha own 128176,1,ya bitch mad tell ha put ha
@user mary jane my only bitch,1,mary jane bitch
@user i hate when bitter bitches try to take away someone's happiness.,1,hate bitter bitch try take away someone happiness
@user bitches be trying the wrong bitches amp don't even be knowing..,1,bitch try wrong bitch not even know
"@user guys be like man, fuck that bitch! 128563 but deep inside, they miss that bitch , still love that bitch , amp want that bitch 8230",1,guy like man fuck bitch deep inside miss bitch still love bitch want bitch
"@user royal city of the kushite kings at meroe sudan ,near river nile.it was the seat of the rulers who occupied egypt",0,royal city kushite king meroe sudan near river nileit seat ruler occupy egypt
@user this bitch just said i hope it snows like hell this summer 128563 now how in the actual fuck do you expect that to happen?,1,bitch say hope snow like hell summer actual fuck expect happen
"@user no bitch u were not born with 7 pounds of sephora and mac on ya face, that's not ya natural face",1,no bitch u not bear 7 pound sephora mac ya face not ya natural face
@user old soul? more like young bitch.,1,old soul like young bitch
@user rt if u a broke bitch with expensive taste,1,rt u broke bitch expensive taste
@user only low self esteem niggas walk around braggin about bitches he fucked! they have something to prove to ppl,1,low self esteem nigga walk around braggin bitch fuck something prove ppl
@user that pointy nail game is for da birds.,0,pointy nail game da bird
@user a birds eye view of today's harvest14 activities. thanks @user for the great camera work!,0,bird eye view today harvest14 activity thanks great camera work
@user this bitch just blew my high amp i was off all of dese drugs...,1,bitch blow high dese drug
@user when bae sings it ain't nun to cut that bitch off with too much enthusiasm,1,bae sings not nun cut bitch much enthusiasm
"@user we always bitch about the opposite sex when we're equally just as scandalous. not all, but a large sum. hypocrisy at it 8230",1,always bitch opposite sex equally scandalous not large sum hypocrisy
@user full @user set except the last song from southern darkness fest last month. who's the ape on guitar?,0,full set except last song southern darkness fest last month whos ape guitar
"@user dreigdwergen, haatsmurfen en de roze khmer hoe twitter een slagveld werd via @user",0,dreigdwergen haatsmurfen en de roze khmer hoe twitter een slagveld werd via
@user fairy tale does not deny the existence of sorrow and failure...,0,fairy tale not deny existence sorrow failure
@user aye little bitch y'all niggas hirin? 128514 128514 128514,1,aye little bitch yall nigga hirin
@user where da hoes at... c'mon thru at hatchy's in utica tdt about to rock dis biiaaaatch. tdthoe teamspade highgang,1,da hoe cmon thru hatchys utica tdt rock dis biiaaaatch tdthoe teamspade highgang
@user have their been any reports of an aerosolized virus that turns apes intelligent? seems like that kind of day.,0,report aerosolized virus turn ape intelligent seem like kind day
"@user found cheese cracker sandwiches in the cabinet, a year expired. ate them anyway. if i die tonight, these will be the worst l 8230",0,find cheese cracker sandwich cabinet year expire ate anyway die tonight bad l
@user piers morgan to charlie sheen 8220 you were taking cocaine 8230 8221 charlie sheen 8220 i wasn 8217 t taking it. i had to pay for it. 8221 via ...,0,pier morgan charlie sheen take cocaine charlie sheen take pay via
"@user if a nigga can tell hoes he's taken , he's a real nigga .",1,nigga tell hoe take real nigga
"@user could never kiss up to a bitch or follow up being someone. not my cup of tea , you hoes look foolish",1,could never kiss bitch follow someone not cup tea hoe look foolish
@user charlie crist refuses to back down from race based attack on gop,0,charlie crist refuse back race base attack gop
@user when the pussy so good amp u forget to pull out,1,pussy good u forget pull
@user @user shut the fuck up dumb bitch,1,shut fuck dumb bitch
@user there will be track sweeping during this yellow.,0,track sweep yellow
@user okay okay but. trans birds,0,okay okay trans bird
@user i hate a i don't text first type bitch,1,hate not text first type bitch
@user squad up bitch nigga @user @user @user,1,squad bitch nigga
@user i fucked ur bitch after i got bingo,1,fuck ur bitch get bingo
@user damn girl that pussy talkin 128128 128557 128557 im keeled over nigga,1,damn girl pussy talkin im keel nigga
"@user ridin round blowin loud, fuck hoes by the crowd. @user lil reese's verse on my lil niggas is a str8 hip hop classic",1,ridin round blowin loud fuck hoe crowd lil reeses verse lil nigga str8 hip hop classic
"@user these thots keep saying all niggas want is pussy 128049 128530 ....well bitch wtf else does your broke, non cooking, ass have to off 8230",1,thots keep say nigga want pussy well bitch wtf else broke non cook
@user 1? smh 128514 @user 8220 @user yoo 128514 128514 what a fuckin ego bust. pussy,1,1 smh yoo fuckin ego bust pussy
@user alabama is overrated this yr the last 2 weeks has shown too many chinks in their armor wv gave them hell too,0,alabama overrate yr last 2 week show many chink armor wv give hell
@user it's all they know @user you bitches never gonna b happy following these social sites,1,know bitch never go b happy follow social site
"@user you want a hot body? you want a bugatti? you better be born into wealth, bitch.",1,want hot body want bugatti good bear wealth bitch
@user possum a hoe ..,1,possum hoe
@user @user what you still doing up my nig,1,still nig
@user i wanna eat weed brownies but then i ask my self if i really wanna spend countless hours watching a documentary on sea tu 8230,0,want eat weed brownie ask self really want spend countless hour watch documentary sea tu
@user i wish they made a hoe fax . id be like show me the hoe fax before dateing a girl .,1,wish make hoe fax id like show hoe fax date girl
@user bitches will fuck a nigga with money knowing he ain't buying her shit. but won't fuck a broke nigga that would give her his 8230,1,bitch fuck nigga money knowing not buy shit not fuck broke nigga would give
"@user i'm really chill. i talk to everyone, i'm far from being a stuck up bitch.",1,really chill talk everyone far stick bitch
